#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,入手時期集村(0=or/1=and),初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
ケチャＸグリーヴ,0,1,8,2,9,99,0,100,142,-2,2,-1,0,1,体術,4,回避距離,2,笛,2,,,,,奇猿狐の重長骨,2,奇猿狐の鉤爪,3,奇猿狐の靭尾,1,マレコガネ,3
ケチャＸレギンス,0,2,8,2,9,99,0,60,87,-2,3,-1,0,1,体術,4,回避距離,2,調合数,2,,,,,奇猿狐の重長骨,2,奇猿狐の鉤爪,3,奇猿狐の靭尾,1,マレコガネ,3
ウルクＸグリーヴ,0,1,8,1,9,99,0,98,140,-3,1,0,3,0,スタミナ,4,回避性能,4,,,,,,,白兎獣の豪剛毛,3,白兎獣の重腹甲,3,白兎獣の剛凍爪,1,極上の毛皮,4
ウルクＸレギンス,0,2,8,1,9,99,0,58,85,-3,1,0,4,0,スタミナ,4,回避性能,4,,,,,,,白兎獣の豪剛毛,3,白兎獣の重腹甲,3,白兎獣の剛凍爪,1,極上の毛皮,4
ゲリョスＸグリーヴ,0,1,8,2,9,99,0,102,144,-3,1,4,-1,0,スタミナ,4,防御,2,,,,,,,ゴム質の特上皮,4,毒怪鳥の厚翼膜,2,モンスターの特濃,3,ゲネポスの上皮,5
ゲリョスＸレギンス,0,2,8,2,9,99,0,61,88,-3,1,5,-1,0,スタミナ,4,防御,2,,,,,,,ゴム質の特上皮,4,毒怪鳥の厚翼膜,2,モンスターの特濃,3,ゲネポスの上皮,5
ゲリョスXRグリーヴ,0,1,8,0,10,99,0,96,138,-3,1,4,-1,0,スタミナ,9,腹減り,-5,,,,,,,獰猛化毒怪鳥特皮,1,ゴム質の特上皮,5,獰猛な強毒液,1,毒怪鳥素材(上位pts),8
ゲリョスXRレギンス,0,2,8,0,10,99,0,57,84,-3,1,5,-1,0,スタミナ,9,腹減り,-5,,,,,,,獰猛化毒怪鳥特皮,1,ゴム質の特上皮,5,獰猛な強毒液,1,毒怪鳥素材(上位pts),8
カブラＸグリーヴ,0,1,8,2,9,99,0,102,144,2,-3,-1,0,1,耐震,4,気力回復,3,抜刀減気,1,,,,,鬼蛙の剛爪,1,鬼蛙の重殻,3,鬼蛙の厚鱗,3,重厚な骨,2
カブラＸレギンス,0,2,8,2,9,99,0,61,88,3,-3,-1,0,1,耐震,3,気力回復,3,射法,1,,,,,鬼蛙の剛爪,1,鬼蛙の重殻,3,鬼蛙の厚鱗,3,重厚な骨,2
ザザミＸグリーヴ,0,1,8,3,9,99,0,104,146,-1,3,-3,0,1,斬れ味,1,ガード性能,1,,,,,,,盾蟹の剛爪,2,盾蟹の極小殻,3,大猪のぶ厚い皮,2,ユニオン鉱石,4
ザザミＸレギンス,0,2,8,3,9,99,0,62,89,-1,4,-3,0,1,反動,1,射法,1,,,,,,,盾蟹の剛爪,2,盾蟹の極小殻,3,大猪のぶ厚い皮,2,ユニオン鉱石,4
GXザザミグリーヴ,0,1,8,0,9,99,0,108,150,-1,3,-3,0,1,胴系統倍加,1,,,,,,,,,ちいさな研精石,1,盾蟹の重殻,4,大猪のぶ厚い皮,2,王族カナブン,2
GXザザミレギンス,0,2,8,0,9,99,0,64,91,-1,4,-3,0,1,胴系統倍加,1,,,,,,,,,ちいさな研精石,1,盾蟹の重殻,4,大猪のぶ厚い皮,2,王族カナブン,2
ザザミXRグリーヴ,0,1,8,0,10,99,0,102,144,-1,3,-3,0,1,ガード性能,7,体術,-5,,,,,,,獰猛化盾蟹重殻,1,盾蟹の剛爪,4,獰猛な強竜骨,1,盾蟹素材(上位pts),8
ザザミXRレギンス,0,2,8,0,10,99,0,61,88,-1,4,-3,0,1,反動,7,装填速度,-5,,,,,,,獰猛化盾蟹重殻,1,盾蟹の剛爪,4,獰猛な強竜骨,1,盾蟹素材(上位pts),8
ラングロＸグリーヴ,0,1,8,2,10,99,0,102,144,2,-3,0,-1,1,体術,3,溜め短縮,2,,,,,,,赤甲獣の剛爪,3,赤甲獣の重殻,3,赤甲獣の大蛇腹甲,1,ユニオン鉱石,3
ラングロＸレギンス,0,2,8,2,10,99,0,61,88,3,-3,0,-1,1,体術,3,溜め短縮,1,,,,,,,赤甲獣の剛爪,3,赤甲獣の重殻,3,赤甲獣の大蛇腹甲,1,ユニオン鉱石,3
コンガＸグリーヴ,0,1,8,1,10,99,0,104,146,-3,1,1,-1,0,攻撃,5,細菌学,2,食いしん坊,2,,,,,桃毛獣の豪剛毛,2,ファンゴの厚毛皮,2,堅牢な牙獣牙,2,カブレライト鉱石,4
コンガＸレギンス,0,2,8,1,10,99,0,62,89,-2,1,1,-1,0,攻撃,4,細菌学,2,食いしん坊,2,,,,,桃毛獣の豪剛毛,2,ファンゴの厚毛皮,2,堅牢な牙獣牙,2,カブレライト鉱石,4
GXコンガグリーヴ,0,1,8,1,10,99,0,110,152,-3,1,1,-1,0,攻撃,3,特殊攻撃,2,茸食,2,,,,,EX桃毛獣チケット,1,桃毛獣の豪剛毛,3,極彩色の毛,4,メランジェ鉱石,4
GXコンガレギンス,0,2,8,1,10,99,0,66,93,-2,1,1,-1,0,攻撃,2,特殊攻撃,2,茸食,2,,,,,EX桃毛獣チケット,1,桃毛獣の豪剛毛,3,極彩色の毛,4,メランジェ鉱石,4
ルドロスＸグリーヴ,0,1,8,1,9,99,0,102,144,-3,4,-1,0,0,スタミナ,3,水属性攻撃,1,気力回復,1,,,,,水獣の剛爪,2,水獣の厚鱗,3,海綿質の厚皮,3,王族カナブン,5
ルドロスＸレギンス,0,2,8,1,9,99,0,61,88,-3,5,-1,0,0,スタミナ,3,水属性攻撃,1,気力回復,1,,,,,水獣の剛爪,2,水獣の厚鱗,3,海綿質の厚皮,3,王族カナブン,5
ルドロスXRグリーヴ,0,1,8,0,10,99,0,100,142,-3,4,-1,0,0,スタミナ,8,腹減り,5,,,,,,,獰猛化水獣厚鱗,1,海綿質の厚皮,4,水生獣の厚皮,8,水獣素材(上位pts),8
ルドロスXRレギンス,0,2,8,0,10,99,0,60,87,-3,5,-1,0,0,スタミナ,8,腹減り,5,,,,,,,獰猛化水獣厚鱗,1,海綿質の厚皮,4,水生獣の厚皮,8,水獣素材(上位pts),8
ボロスＸグリーヴ,0,1,8,2,10,99,0,106,148,0,0,1,-2,0,攻撃,3,だるま,2,ガード性能,2,,,,,土砂竜の重殻,2,土砂竜の靭尾,1,重厚な骨,2,ジャギィの上鱗,4
ボロスＸレギンス,0,2,8,2,10,99,0,63,90,0,0,1,-2,0,攻撃,3,だるま,2,変則射撃,2,,,,,土砂竜の重殻,2,土砂竜の靭尾,1,重厚な骨,2,ジャギィの上鱗,4
バサルＸグリーヴ,0,1,8,1,10,99,0,108,150,0,-2,1,1,-3,防御,5,重撃,3,減気攻撃,2,,,,,岩竜の重殻,3,岩竜の翼,4,エルトライト鉱石,6,ゲネポスの厚鱗,4
バサルＸレギンス,0,2,8,1,10,99,0,64,91,0,-2,1,1,-2,防御,5,重撃,3,減気攻撃,2,,,,,岩竜の重殻,3,岩竜の翼,4,エルトライト鉱石,6,ゲネポスの厚鱗,4
ホロロＸグリーヴ,0,1,8,2,10,99,0,102,144,-2,-2,1,1,0,特殊攻撃,3,痛撃,2,観察眼,2,,,,,夜鳥の特上羽鱗,2,夜鳥の剛翼爪,2,エルトライト鉱石,2,首鳴竜の特上皮,5
ホロロＸレギンス,0,2,8,2,10,99,0,61,88,-1,-2,1,1,0,特殊攻撃,3,観察眼,2,痛撃,1,,,,,夜鳥の特上羽鱗,2,夜鳥の剛翼爪,2,エルトライト鉱石,2,首鳴竜の特上皮,5
ザボアＸグリーヴ,0,1,8,2,10,99,0,102,144,-2,3,-4,4,0,寒冷適応,2,砲術,2,ガード性能,1,,,,,化け鮫の厚鱗,2,化け鮫の厚皮,4,化け鮫の上ヒレ,2,瞬間凍結袋,3
ザボアＸレギンス,0,2,8,2,10,99,0,61,88,-2,3,-4,5,0,寒冷適応,2,砲術,2,反動,1,,,,,化け鮫の厚鱗,2,化け鮫の厚皮,4,化け鮫の上ヒレ,2,瞬間凍結袋,3
フルフルＸグリーヴ,0,1,8,1,10,99,0,108,150,-4,1,4,2,1,回復速度,4,加護,2,回復量,2,,,,,真珠色の艶皮,3,エルトライト鉱石,5,マボロシチョウ,3,狩技ドリンク,3
フルフルＸレギンス,0,2,8,1,10,99,0,64,91,-4,1,5,2,1,回復速度,4,加護,2,回復量,2,,,,,真珠色の艶皮,3,エルトライト鉱石,5,マボロシチョウ,3,狩技ドリンク,3
フルフルXRグリーヴ,0,1,8,1,11,99,0,102,144,-4,1,4,2,1,回復速度,8,調合成功率,-2,,,,,,,獰猛化白柔艶皮,1,真珠色の艶皮,5,雷電袋,5,フルフル素材(上位pts),8
フルフルXRレギンス,0,2,8,1,11,99,0,61,88,-4,1,5,2,1,回復速度,8,調合成功率,-2,,,,,,,獰猛化白柔艶皮,1,真珠色の艶皮,5,雷電袋,5,フルフル素材(上位pts),8
スキュラＸグリーヴ,0,1,8,2,10,99,0,110,152,0,2,-2,1,2,特殊攻撃,3,体術,3,職工,2,,,,,影蜘蛛の重殻,3,卒倒昏睡袋,4,ゴム質の特上皮,2,盾虫の堅殻,4
スキュラＸレギンス,0,2,8,2,10,99,0,66,93,0,2,-2,1,3,特殊攻撃,3,体術,3,職工,2,,,,,影蜘蛛の重殻,3,卒倒昏睡袋,4,ゴム質の特上皮,2,盾虫の堅殻,4
レイアＸグリーヴ,0,1,8,2,10,99,0,112,154,3,0,-2,0,-3,回復量,3,体力,2,走行継続,2,,,,,雌火竜の重殻,1,雌火竜の厚鱗,4,強竜骨,3,メランジェ鉱石,4
レイアＸレギンス,0,2,8,2,10,99,0,67,94,4,0,-2,0,-3,回復量,3,体力,2,走行継続,2,,,,,雌火竜の重殻,1,雌火竜の厚鱗,4,強竜骨,3,メランジェ鉱石,4
GXレイアグリーヴ,0,1,8,2,13,99,0,118,160,3,0,-2,0,-3,回復量,3,節食,3,,,,,,,希望の証ＸＸ,1,雌火竜の重殻,5,雌火竜の翼膜,6,業炎袋,2
GXレイアレギンス,0,2,8,2,13,99,0,70,97,4,0,-2,0,-3,回復量,3,節食,3,,,,,,,希望の証ＸＸ,1,雌火竜の重殻,5,雌火竜の翼膜,6,業炎袋,2
レイアXRグリーヴ,0,1,8,1,11,99,0,106,148,3,0,-2,0,-3,回復量,8,,,,,,,,,獰猛化雌火竜厚鱗,1,雌火竜の重殻,5,業炎袋,5,雌火竜素材(上位pts),8
レイアXRレギンス,0,2,8,1,11,99,0,63,90,4,0,-2,0,-3,回復量,8,,,,,,,,,獰猛化雌火竜厚鱗,1,雌火竜の重殻,5,業炎袋,5,雌火竜素材(上位pts),8
ハプルＸグリーヴ,0,1,8,2,10,99,0,112,154,2,0,-1,-3,1,食事,3,納刀,2,抜刀減気,1,,,,,潜口竜の重殻,4,潜口竜の剛爪,2,強竜骨,3,イーオスの大厚皮,4
ハプルＸレギンス,0,2,8,1,10,99,0,67,94,3,0,-1,-3,1,装填速度,4,食事,4,,,,,,,潜口竜の重殻,4,潜口竜の剛爪,2,強竜骨,3,イーオスの大厚皮,4
ガノスＸグリーヴ,0,1,8,1,10,99,0,114,156,-2,4,-4,2,1,跳躍,4,気力回復,3,乗り,2,捕獲,2,,,水竜の特上ヒレ,2,水竜の上鱗,4,砂竜の厚鱗,3,カブレライト鉱石,5
ガノスＸレギンス,0,2,8,1,10,99,0,68,95,-2,5,-4,2,1,跳躍,4,気力回復,3,乗り,2,捕獲,2,,,水竜の特上ヒレ,2,水竜の上鱗,4,砂竜の厚鱗,3,カブレライト鉱石,5
ブランゴＸグリーヴ,0,1,8,2,10,99,0,108,150,-4,1,0,4,0,氷属性攻撃,6,納刀,2,,,,,,,雪獅子の豪剛毛,2,ブランゴの豪剛毛,2,強竜骨,1,極上の毛皮,3
ブランゴＸレギンス,0,2,8,2,10,99,0,64,91,-4,1,0,5,0,氷属性攻撃,6,納刀,2,,,,,,,雪獅子の豪剛毛,2,ブランゴの豪剛毛,2,強竜骨,1,極上の毛皮,3
GXブランゴグリーヴ,0,1,8,2,10,99,0,116,158,-4,1,0,4,0,溜め短縮,4,,,,,,,,,高密度の研精石,1,雪獅子の豪剛毛,2,ブランゴの豪剛毛,2,ゲネポスの大厚皮,2
GXブランゴレギンス,0,2,8,2,10,99,0,69,96,-4,1,0,5,0,溜め短縮,4,,,,,,,,,高密度の研精石,1,雪獅子の豪剛毛,2,ブランゴの豪剛毛,2,ゲネポスの大厚皮,2
ラヴァＸグリーヴ,0,1,8,2,10,99,0,114,156,4,-4,0,0,1,攻撃,4,根性,2,,,,,,,溶岩竜の重殻,3,溶岩竜の特上ヒレ,1,溶岩竜の鋭牙,4,イーオスの大上皮,4
ラヴァＸレギンス,0,2,8,2,10,99,0,68,95,5,-4,0,0,1,攻撃,4,根性,2,,,,,,,溶岩竜の重殻,3,溶岩竜の特上ヒレ,1,溶岩竜の鋭牙,4,イーオスの大上皮,4
GXラヴァグリーヴ,0,1,8,2,13,99,0,120,162,4,-4,0,0,1,逆境,2,我慢,2,,,,,,,希望の証ＸＸ,1,溶岩竜の厚鱗,5,溶岩竜の重殻,6,ドラグライト鉱石,10
GXラヴァレギンス,0,2,8,2,13,99,0,72,99,5,-4,0,0,1,逆境,2,我慢,2,,,,,,,希望の証ＸＸ,1,溶岩竜の厚鱗,5,溶岩竜の重殻,6,ドラグライト鉱石,10
ギザミＸグリーヴ,0,1,8,2,10,99,0,110,152,1,2,-1,-1,0,達人,5,斬れ味,1,,,,,,,鎌蟹の重脚,2,鎌蟹の重殻,3,真紅蓮石,1,冥カイコ,2
ギザミＸレギンス,0,2,8,2,10,99,0,66,93,2,2,-1,-1,0,達人,5,弾薬節約,1,,,,,,,鎌蟹の重脚,2,鎌蟹の重殻,3,真紅蓮石,1,冥カイコ,2
GXギザミグリーヴ,0,1,8,1,10,99,0,118,160,1,2,-1,-1,0,達人,3,匠,2,連撃,2,,,,,高密度の研精石,1,鎌蟹の重殻,3,鎌蟹の重脚,4,鎌蟹の堅脚,5
GXギザミレギンス,0,2,8,1,10,99,0,70,97,2,2,-1,-1,0,達人,3,通常弾強化,2,連撃,2,,,,,高密度の研精石,1,鎌蟹の重殻,3,鎌蟹の重脚,4,鎌蟹の堅脚,5
ギザミXRグリーヴ,0,1,8,1,11,99,0,104,146,1,2,-1,-1,0,匠,3,達人,2,,,,,,,獰猛化鎌蟹重殻,1,鎌蟹の重殻,4,鋭利な爪,6,鎌蟹素材(上位pts),8
ギザミXRレギンス,0,2,8,1,11,99,0,62,89,2,2,-1,-1,0,通常弾強化,3,達人,2,,,,,,,獰猛化鎌蟹重殻,1,鎌蟹の重殻,4,鋭利な爪,6,鎌蟹素材(上位pts),8
ガララＸグリーヴ,0,1,8,2,10,99,0,112,154,1,-1,0,-3,1,麻痺,3,捕獲,3,,,,,,,絞蛇竜の厚皮,3,絞蛇竜の重殻,3,強竜骨,3,首鳴竜の特上皮,3
ガララＸレギンス,0,2,8,2,10,99,0,67,94,1,-1,1,-3,1,麻痺,3,捕獲,3,,,,,,,絞蛇竜の厚皮,3,絞蛇竜の重殻,3,強竜骨,3,首鳴竜の特上皮,3
ナルガＸグリーヴ,0,1,8,1,10,99,0,100,142,-2,1,-3,1,1,回避距離,4,回避性能,2,,,,,,,迅竜の重牙,5,迅竜の厚鱗,5,強竜骨,2,皇帝バッタ,3
ナルガＸレギンス,0,2,8,1,10,99,0,60,87,-2,1,-2,1,1,回避距離,4,回避性能,2,,,,,,,迅竜の重牙,5,迅竜の厚鱗,5,強竜骨,2,皇帝バッタ,3
ガルルガＸグリーヴ,0,1,8,1,11,99,0,116,158,2,-1,2,0,0,納刀研磨,4,聴覚保護,3,採取,-3,,,,,黒狼鳥の厚鱗,1,黒狼鳥の重殻,2,黒狼鳥の剛翼,2,冥カイコ,2
ガルルガＸレギンス,0,2,8,1,11,99,0,69,96,3,-1,2,0,0,速射,4,聴覚保護,3,採取,-3,,,,,黒狼鳥の厚鱗,1,黒狼鳥の重殻,2,黒狼鳥の剛翼,2,冥カイコ,2
ガンキンＸグリーヴ,0,1,8,2,11,99,0,126,168,3,-4,0,-1,-2,防御,3,抜刀減気,3,攻撃,2,,,,,爆鎚竜の重殻,5,爆鎚竜の厚鱗,6,獄炎石,4,赤甲獣の大蛇腹甲,1
ガンキンＸレギンス,0,2,8,2,11,99,0,75,102,4,-4,0,-1,-2,防御,3,散弾強化,3,攻撃,2,,,,,爆鎚竜の重殻,5,爆鎚竜の厚鱗,6,獄炎石,4,赤甲獣の大蛇腹甲,1
GXホクシン【袴】,0,1,8,2,11,99,0,118,160,-2,4,-2,3,2,北辰納豆流,3,,,,,,,,,ココットチケットＧ,1,交易チケット,1,海綿質の厚皮,4,迅竜の上黒毛,4
GXカイエン【袴】,0,2,8,2,11,99,0,70,97,-2,5,-2,3,2,北辰納豆流,3,,,,,,,,,ココットチケットＧ,1,交易チケット,1,海綿質の厚皮,4,迅竜の上黒毛,4
Ｇ・ナイトＸブーツ,1,1,8,1,10,99,0,104,146,0,0,0,0,0,采配,2,運気,2,剛撃,2,,,,,★生産素材未入力,1,,,,,,
Ｇ・ナイトＸタイツ,1,2,8,1,10,99,0,62,89,0,0,0,0,0,采配,2,運気,2,裏稼業,2,,,,,★生産素材未入力,1,,,,,,
Ｇ・バードＸブーツ,1,1,8,1,10,99,0,104,146,0,0,0,0,0,号令,2,運気,2,剛撃,2,,,,,★生産素材未入力,1,,,,,,
Ｇ・バードＸフット,1,2,8,1,10,99,0,62,89,0,0,0,0,0,号令,2,裏稼業,2,運気,1,,,,,★生産素材未入力,1,,,,,,
ダークメタルＸブーツ,0,1,8,0,11,99,0,116,158,0,-1,0,-1,5,特殊攻撃,9,,,,,,,,,電竜の厚鱗,3,メランジェ鉱石,8,マボロシチョウ,2,,
ダークメタルＸフット,0,2,8,0,11,99,0,69,96,0,-1,0,-1,6,特殊攻撃,9,,,,,,,,,電竜の厚鱗,3,メランジェ鉱石,8,マボロシチョウ,2,,
クロムメタルＸブーツ,0,1,8,0,13,99,0,110,152,-2,-2,-2,-2,4,属性攻撃,9,,,,,,,,,不屈の証Ｇ,1,ピュアクリスタル,1,強竜骨,6,,
クロムメタルＸフット,0,2,8,0,13,99,0,66,93,-2,-2,-2,-2,5,属性攻撃,9,,,,,,,,,不屈の証Ｇ,1,ピュアクリスタル,1,強竜骨,6,,
ヘルパーＸソックス,2,1,9,1,12,10,1,122,160,0,0,0,0,0,ＳＰ延長,3,回復量,3,広域,3,,,,,★生産素材未入力,1,,,,,,
ヒーラーＸソックス,2,2,9,1,12,10,1,73,97,0,0,0,0,0,ＳＰ延長,3,回復量,3,広域,3,,,,,★生産素材未入力,1,,,,,,
ヘルパーＺソックス,2,1,9,0,12,10,1,124,162,0,0,0,0,0,野草知識,5,重撃,3,観察眼,3,広域,3,,,★生産素材未入力,1,,,,,,
ヒーラーＺソックス,2,2,9,0,12,10,1,74,98,0,0,0,0,0,茸食,5,千里眼,4,重撃,3,回復量,2,,,★生産素材未入力,1,,,,,,
龍歴士Ｘブーツ,0,1,9,2,12,10,1,128,166,2,2,-2,-2,2,寒冷適応,2,炎熱適応,2,研磨術,2,回避術,1,,,★生産素材未入力,1,,,,,,
龍歴士Ｘフット,0,2,9,2,12,10,1,76,100,2,2,-2,-2,3,寒冷適応,2,炎熱適応,2,研磨術,2,回避術,1,,,★生産素材未入力,1,,,,,,
エースＸグリーヴ,1,1,9,0,13,99,0,118,156,0,0,0,0,0,気力回復,3,研ぎ師,2,斬れ味,2,剣術,2,,,★生産素材未入力,1,,,,,,
エースＸレギンス,1,2,9,0,13,99,0,70,94,0,0,0,0,0,装填数,2,弾薬節約,2,気力回復,2,調合数,2,,,★生産素材未入力,1,,,,,,
クイーンＸグリーヴ,2,1,9,0,13,99,0,118,156,0,0,0,0,0,気力回復,3,研ぎ師,2,斬れ味,2,剣術,2,,,★生産素材未入力,1,,,,,,
クイーンＸレギンス,2,2,9,0,13,99,0,70,94,0,0,0,0,0,装填数,2,弾薬節約,2,気力回復,2,調合数,2,,,★生産素材未入力,1,,,,,,
城塞特攻隊【足袋】,0,1,9,1,13,99,0,122,160,0,0,0,0,0,匠,3,回復量,2,剥ぎ取り,2,気配,-2,,,希望の証ＸＸ,1,轟竜の重殻,4,大竜玉,1,ゲネポスの厚鱗,6
城塞隠密隊【足袋】,0,2,9,1,13,99,0,73,97,0,0,0,0,0,反動,3,剥ぎ取り,2,回復量,1,気配,-2,,,希望の証ＸＸ,1,轟竜の重殻,4,大竜玉,1,ゲネポスの厚鱗,6
忍の足袋・極天,0,1,9,1,13,99,0,126,164,2,-1,2,-1,1,腹減り,8,連撃,2,気配,2,,,,,ギルドチケットＧ,1,恐暴竜の厚黒鱗,1,雌火竜の重殻,5,古龍の浄血,2
忍の足袋・極地,0,2,9,1,13,99,0,75,99,2,-1,2,-1,2,腹減り,7,連撃,2,気配,2,,,,,ギルドチケットＧ,1,恐暴竜の厚黒鱗,1,雌火竜の重殻,5,古龍の浄血,2
マスターＸグリーヴ,0,1,9,1,13,99,0,116,154,2,-2,2,-2,2,無心,2,加護,2,英雄の盾,2,剛撃,2,,,ココットチケットＧ,2,勇気の証ＸＸ,2,いにしえの巨龍骨,3,大竜玉,1
マスターＸレギンス,0,2,9,1,13,99,0,69,93,3,-2,2,-2,2,無心,2,加護,2,英雄の盾,2,剛撃,2,,,ココットチケットＧ,2,勇気の証ＸＸ,2,いにしえの巨龍骨,3,大竜玉,1
桐花・真【具足】,0,1,9,2,12,99,0,128,166,-2,2,2,2,-2,連撃,2,属性会心,2,会心強化,2,気力回復,2,,,ユクモチケットＧ,2,足湯チケット,1,才覚の証,2,太古龍骨,1
三葵・真【具足】,0,2,9,2,12,99,0,76,100,-2,2,3,2,-2,連撃,2,属性会心,2,会心強化,2,気力回復,2,,,ユクモチケットＧ,2,足湯チケット,1,才覚の証,2,太古龍骨,1
夜叉【御足】,0,1,9,1,12,99,0,120,158,2,2,0,-2,-2,剣術,3,連撃,3,増幅,3,底力,-2,,,太古の注連縄,1,発光する上粘液,2,太古龍骨,2,ユクモの重木,2
修羅【御足】,0,2,9,1,12,99,0,72,96,2,2,0,-1,-1,装填数,3,増幅,3,連撃,2,底力,-2,,,太古の注連縄,1,発光する上粘液,2,太古龍骨,2,ユクモの重木,2
ヘリオスＸグリーヴ,1,1,9,1,12,99,0,128,166,0,3,-2,1,-3,聴覚保護,3,属性攻撃,1,連撃,1,加護,-2,,,大海原の輝石,1,天廻龍の厚鱗,3,天彗龍の厚鱗,3,大竜玉,1
ヘリオスＸレギンス,1,2,9,1,12,99,0,76,100,0,4,-2,1,-3,聴覚保護,2,属性攻撃,1,連撃,1,加護,-2,,,大海原の輝石,1,天廻龍の厚鱗,3,天彗龍の厚鱗,3,大竜玉,1
セレネＸグリーヴ,2,1,9,1,12,99,0,128,166,0,3,-2,1,-3,聴覚保護,3,属性攻撃,1,連撃,1,加護,-2,,,大海原の輝石,1,天廻龍の厚鱗,3,天彗龍の厚鱗,3,大竜玉,1
セレネＸレギンス,2,2,9,1,12,99,0,76,100,0,4,-2,1,-3,聴覚保護,2,属性攻撃,1,連撃,1,加護,-2,,,大海原の輝石,1,天廻龍の厚鱗,3,天彗龍の厚鱗,3,大竜玉,1
カイゼリングリーヴ,0,1,9,1,12,99,0,126,164,3,-2,1,0,-2,回避性能,4,跳躍,2,回復量,2,職工,2,,,※伝説の職人依頼,1,,,,,,
カイゼリンレギンス,0,2,9,1,12,99,0,75,99,3,-2,1,0,-2,回避性能,4,跳躍,2,回復量,2,職工,2,,,※伝説の職人依頼,1,,,,,,
ウィズダムＸブーツ,0,1,9,2,13,99,0,120,158,0,0,0,0,0,ＳＰ延長,3,調合数,3,我慢,2,効果持続,1,,,不屈の証Ｇ,1,龍識船チケット,1,電竜の厚鱗,3,大龍神カズラ,4
ウィズダムＸフット,0,2,9,2,13,99,0,72,96,0,0,0,0,0,調合数,3,我慢,2,ＳＰ延長,2,効果持続,1,,,不屈の証Ｇ,1,龍識船チケット,1,電竜の厚鱗,3,大龍神カズラ,4
リチェルカブーツ,2,1,9,1,11,99,0,112,150,0,0,0,0,0,広域,3,調合成功率,3,捕獲,3,調合数,2,,,獰猛化狩猟の証Ⅴ,1,龍歴院チケットＧ,1,電竜の厚鱗,3,大龍神カズラ,4
リチェルカタイツ,2,2,9,1,11,99,0,67,91,0,0,0,0,0,広域,3,調合成功率,3,調合数,2,捕獲,2,,,獰猛化狩猟の証Ⅴ,1,龍歴院チケットＧ,1,電竜の厚鱗,3,大龍神カズラ,4
チアフルＸブーツ,2,1,9,1,11,99,0,116,154,0,0,0,0,0,体力,3,納刀研磨,3,本気,2,,,,,獰猛化狩猟の証Ⅴ,1,龍歴院チケットＧ,1,大龍神カズラ,3,夜鳥の特上羽鱗,4
チアフルＸフット,2,2,9,1,11,99,0,69,93,0,0,0,0,0,体力,3,射法,3,本気,2,,,,,獰猛化狩猟の証Ⅴ,1,龍歴院チケットＧ,1,大龍神カズラ,3,夜鳥の特上羽鱗,4
セーリオブーツ,1,1,9,2,13,99,0,120,158,0,0,0,0,0,気絶,2,達人,2,強欲,2,,,,,★生産素材未入力,1,,,,,,
セーリオフット,1,2,9,2,13,99,0,72,96,0,0,0,0,0,気絶,2,達人,2,強欲,2,,,,,★生産素材未入力,1,,,,,,
シャルマンブーツ,2,1,9,2,13,99,0,120,158,0,0,0,0,0,睡眠,2,達人,2,強欲,2,,,,,★生産素材未入力,1,,,,,,
シャルマンタイツ,2,2,9,2,13,99,0,72,96,0,0,0,0,0,睡眠,2,強欲,2,達人,1,,,,,★生産素材未入力,1,,,,,,
ベリオＸグリーヴ,0,1,9,2,11,99,0,116,154,-3,0,-1,3,0,達人,3,回避性能,2,跳躍,2,,,,,氷牙竜の厚毛皮,3,氷牙竜の重殻,3,氷牙竜の剛爪,2,雪獅子の豪剛毛,3
ベリオＸレギンス,0,2,9,2,11,99,0,69,93,-3,0,-1,4,0,達人,3,回避性能,2,跳躍,2,,,,,氷牙竜の厚毛皮,3,氷牙竜の重殻,3,氷牙竜の剛爪,2,雪獅子の豪剛毛,3
セルタスＸグリーヴ,0,1,9,1,11,99,0,122,160,-3,4,-2,-2,5,英雄の盾,3,ガード性能,2,砲術,2,,,,,重甲虫の剛爪,2,重甲虫の重胸殻,4,重甲虫の大顎,3,王族カナブン,3
セルタスＸレギンス,0,2,9,1,11,99,0,73,97,-3,4,-2,-2,6,英雄の盾,3,ガード性能,2,砲術,2,,,,,重甲虫の剛爪,2,重甲虫の重胸殻,4,重甲虫の大顎,3,王族カナブン,3
レウスＸグリーヴ,0,1,9,2,11,99,0,120,158,4,0,-2,0,-4,攻撃,4,聴覚保護,1,,,,,,,火竜の重殻,5,火竜の上鱗,5,業炎袋,3,獄炎石,4
レウスＸレギンス,0,2,9,2,11,99,0,72,96,5,0,-2,0,-4,攻撃,4,聴覚保護,1,,,,,,,火竜の重殻,5,火竜の上鱗,5,業炎袋,3,獄炎石,4
GXレウスグリーヴ,0,1,9,1,13,99,0,124,162,4,0,-2,0,-4,底力,5,痛撃,3,,,,,,,希望の証ＸＸ,1,火竜の重殻,3,火竜の剛翼,3,業炎袋,2
